ABSL ETF,ABSL Nifty50,Franklin India,HDFC Index,ICICI ETF,ICICI Nifty,IDBI Nifty,IDFC ETF,IDFC Nifty,LIC MF,Nippon,SBI Nifty,Tata Index,Taurus Nifty,UTI ETF,UTI Nifty,Nifty 50
0.007587672,0.007583,0.007587719,0.007511925,-0.008615758,0.006663965,0.007503662,-0.001815798,-0.00180563,0.001689771,0.007618865,0.001744747,0.007516625,0.007494383,-0.003452746,0.001732541,-0.00264685
-0.001833168,-0.00184,-0.001835642,-0.001835711,-0.005330055,0.0019079,-0.001817338,-0.00226053,-0.002261541,0.00107189,-0.001861461,0.001146719,-0.001806958,-0.001816554,-0.000205152,0.001139945,0.003397271
1.67E-03,0.001774,1.69E-03,1.75E-03,-1.64E-03,0.001278204,0.001750716,7.23E-05,6.43E-05,-7.54E-06,1.71E-03,-9.06E-05,1.71E-03,1.74E-03,1.76E-03,-1.15E-04,0.007471997
0.001123948,0.001223,0.001062456,0.001118974,0.005379252,0.002640096,0.001098349,-0.002414179,-0.002448519,-0.004646172,0.001193888,-0.004793841,0.00113785,0.001104173,-0.002689422,-0.004729358,-0.001837471
-7.69E-05,-8.60E-05,-7.37E-05,-7.80E-05,-1.32E-03,0.001493045,-3.56E-05,-6.03E-05,-5.97E-05,7.58E-04,-1.28E-04,8.09E-04,-1.64E-04,-3.15E-05,-9.02E-04,7.79E-04,0.001720574
-0.004882058,-0.00472,-0.00465639,-0.004752126,-0.004806676,-0.004569206,-0.004750935,0.000258016,0.000275132,0.004189516,-0.004744492,0.004217293,-0.004720882,-0.00469314,0.009273422,0.004234308,0.001086677
0.000694914,0.000844,0.000738035,0.00079341,0.00060061,0.000301845,0.000788957,-0.0026795,-0.002720191,0.008416132,0.000743296,0.008585593,0.000764704,0.000792037,0.000362879,0.008577957,-0.000133892
0.004219748,0.004195,0.004195015,0.004181061,-0.00014916,0.005503364,0.004264821,-0.001591352,-0.001631578,-0.00222113,0.004185109,-0.002329791,0.004231514,0.004166323,0.002393088,-0.002247608,-0.001536795
0.008556851,0.008552,0.008576793,0.008530608,-0.003218341,0.006016724,0.008616478,0.001375154,0.001394185,0.009600606,0.00851403,0.009823212,0.008580162,0.008436165,0.009584829,0.009790602,-0.003251882
-0.002297797,-0.00227,-0.002223022,-0.002202853,0.006163901,-0.004260896,-0.002248192,0.002902161,0.002934117,0.002195439,-0.002333427,0.002197231,-0.00228718,-0.00223622,-0.001849793,0.00220019,0.000745407
